Date,Temp_min,Temp_max,Temp_range,Temp_mean,pH_min,pH_max,pH_range,pH_mean,EC_min,EC_max,EC_range,EC_mean,DO_min,DO_max,DO_range,DO_mean,Site,CO2_min,CO2_max,CO2_range
19/11/2021,19.19,22.31,3.12,20.20708333,7.81,8.36,0.55,8.035416667,369,389,20,375.9375,26.7,83.7,57,48.75,C,9.464374292,59.28497421,49.82059992
20/11/2021,18.7,20.21,1.51,19.33354167,7.51,8,0.49,7.730416667,373,378,5,375.1041667,0,36.3,36.3,11.96875,C,37.38876447,80.9723706,43.58360613
21/11/2021,17.52,21.15,3.63,19.000625,7.51,8.03,0.52,7.797291667,373,376,3,374.3958333,0,39.6,39.6,15.09583333,C,17.55978877,80.65094832,63.09115955
22/11/2021,17.99,23.44,5.45,20.39729167,7.62,8.24,0.62,7.946041667,375,381,6,377.4166667,3.4,62.6,59.2,34.14583333,C,11.31816209,66.03869616,54.72053407
23/11/2021,18.83,21.94,3.11,20.44958333,7.66,8.3,0.64,7.987083333,379,384,5,380.7916667,11.6,66.5,54.9,35.7,C,14.77020706,51.97965155,37.20944449
24/11/2021,20.08,22.09,2.01,20.95729167,7.51,7.94,0.43,7.720625,380,384,4,382.6041667,0,36.9,36.9,13.90208333,C,19.03439149,66.13817713,47.10378564
25/11/2021,20.82,22.34,1.52,21.44791667,7.38,7.77,0.39,7.541458333,380,383,3,381.7916667,0,11.9,11.9,0.90625,C,25.55015298,80.55462374,55.00447077
26/11/2021,18.34,21.72,3.38,19.73958333,7.37,7.59,0.22,7.467708333,369,383,14,376.8541667,0,2.7,2.7,0.075,C,67.43269923,102.9164859,35.48378666
27/11/2021,17.34,20.13,2.79,18.68541667,7.43,7.74,0.31,7.572291667,368,374,6,370.5625,0,19.7,19.7,6.19375,C,36.5122265,89.37868351,52.86645701
28/11/2021,17.57,22.64,5.07,19.908125,7.51,7.99,0.48,7.713958333,372,379,7,375.2916667,0,23.4,23.4,7.020833333,C,13.44456235,85.36583277,71.92127042
29/11/2021,20.37,21.23,0.86,20.78714286,7.72,7.8,0.08,7.771428571,378,379,1,378.1428571,0,6.8,6.8,1.371428571,C,9.905298579,77.80174034,67.89644176
1/12/2021,22.47,31.99,9.52,25.81958333,7.67,8.66,0.99,8.2575,325,358,33,341.4375,18.3,133.8,115.5,68.6875,C,9.452456335,56.59702185,47.14456552
3/12/2021,24.44,28.42,3.98,26.29645833,7.56,8.14,0.58,7.862083333,347,355,8,351.0625,0,63.7,63.7,31.28958333,C,10.12355315,76.17490353,66.05135038
4/12/2021,22.46,25.44,2.98,23.888125,7.47,7.95,0.48,7.710833333,355,368,13,360.875,0,40.8,40.8,15.075,C,10.66349226,97.31790738,86.65441511
5/12/2021,19.97,28.24,8.27,23.24895833,7.59,8.49,0.9,7.967916667,367,377,10,370.7291667,0,83.6,83.6,34.68333333,C,8.244084229,97.21831528,88.97423105
6/12/2021,19.51,22.56,3.05,21.18125,7.76,8.23,0.47,7.979583333,375,384,9,379.8125,16.4,68,51.6,39.81875,C,10.50673726,76.442988,65.93625074
7/12/2021,20.13,28.62,8.49,23.39458333,7.64,8.33,0.69,7.907083333,383,397,14,387.75,5.4,86.7,81.3,40.40833333,C,7.65581342,98.30885723,90.65304381
8/12/2021,19.1,22.64,3.54,20.9225,7.54,8.07,0.53,7.765208333,393,401,8,396.0208333,0,49.1,49.1,23.68333333,C,9.633929239,106.2165127,96.58258343
9/12/2021,17.44,21.79,4.35,19.11645833,7.63,8.17,0.54,7.82625,399,407,8,402.3333333,0,52.1,52.1,22.33333333,C,9.808659672,92.32755925,82.51889958
10/12/2021,17.28,21.97,4.69,19.51625,7.58,7.99,0.41,7.713958333,404,411,7,407.7291667,0,44.1,44.1,13.37083333,C,8.843553731,89.77178839,80.92823466
11/12/2021,18.82,26.09,7.27,21.8025,7.59,8.06,0.47,7.75375,397,416,19,410.3333333,0,57.1,57.1,19.025,C,7.674815672,107.0106053,99.33578967
12/12/2021,20.81,23.36,2.55,22.04,7.83,8.05,0.22,7.938333333,408,416,8,410.8333333,9,24.9,15.9,16.4,C,55.62676705,74.29623045,18.6694634
16/12/2021,22.34,25.57,3.23,24.35444444,7.82,8.1,0.28,8.014444444,400,404,4,402.4074074,41.6,70.5,28.9,55.98888889,C,25.46386872,42.73455685,17.27068813
17/12/2021,21.6,32.34,10.74,26.36208333,7.9,8.76,0.86,8.24875,397,410,13,403.375,30.5,162.8,132.3,75.79583333,C,6.174599886,51.67397257,45.49937268
18/12/2021,24.29,29.26,4.97,26.434375,7.95,8.56,0.61,8.278958333,352,405,53,394.375,39.1,106.8,67.7,74.6875,C,13.56711305,35.34936885,21.7822558
19/12/2021,22.57,25.81,3.24,23.998125,7.61,8.01,0.4,7.89,353,402,49,379.0208333,12.9,53.3,40.4,35.72916667,C,35.00516372,57.36085322,22.3556895
20/12/2021,20.21,27.32,7.11,23.02958333,7.59,8.32,0.73,7.917916667,354,370,16,361.2083333,6.3,88.1,81.8,44.84791667,C,7.201303023,60.44638314,53.24508012
21/12/2021,21.57,29.7,8.13,25.13020833,7.83,8.53,0.7,8.13375,356,367,11,360.3541667,34.3,100.7,66.4,63.38125,C,9.40652441,36.35651255,26.94998814
22/12/2021,22.83,29,6.17,25.53958333,7.51,8.37,0.86,8.04375,347,370,23,359.625,0,71.6,71.6,42.98125,C,8.396029726,36.09280865,27.69677892
23/12/2021,23.38,29.69,6.31,25.92,7.46,8.53,1.07,8.075625,343,357,14,350.4791667,0,84.9,84.9,32.47708333,C,7.15795132,39.41105708,32.25310576
24/12/2021,23.51,29.34,5.83,26.15333333,7.99,8.83,0.84,8.373125,335,354,19,346.3125,NA,NA,NA,NA,C,8.303261081,11.77911029,3.475849209
25/12/2021,24.67,30.51,5.84,27.20583333,8.05,8.88,0.83,8.449583333,331,345,14,337.1875,NA,NA,NA,NA,C,8.062649606,15.44153066,7.378881056
27/12/2021,20.72,26.46,5.74,23.29583333,7.88,8.93,1.05,8.337083333,325,340,15,333.5208333,0,103.4,103.4,41.65208333,C,6.503322429,17.51424089,11.01091846
28/12/2021,20.05,25.27,5.22,22.525625,8.34,8.77,0.43,8.558333333,327,339,12,333.2916667,8.9,62.2,53.3,29.68333333,C,6.769605725,10.45364379,3.684038064
29/12/2021,20.88,22.58,1.7,21.67727273,8.38,8.7,0.32,8.581818182,334,338,4,335.4545455,7.4,33,25.6,19.04545455,C,7.339291492,11.09561496,3.756323469
11/01/2022,25.12,28.44,3.32,26.216875,8.6,9.61,1.01,9.1025,201,265,64,232.1458333,NA,NA,NA,NA,C,7.493201892,9.907902322,2.41470043
12/01/2022,24.65,29.72,5.07,26.86645833,8.66,9.5,0.84,9.090625,240,266,26,251.7916667,NA,NA,NA,NA,C,7.656928555,9.824964149,2.168035594
14/01/2022,23.64,27.68,4.04,24.86979167,7.95,9.07,1.12,8.60375,190,229,39,211.7916667,NA,NA,NA,NA,C,7.492668807,16.56096562,9.068296814
15/01/2022,24.36,25.88,1.52,25.008125,7.39,8.57,1.18,7.77375,187,201,14,191.8125,NA,NA,NA,NA,C,8.440927251,39.74718332,31.30625607
16/01/2022,24.65,26.41,1.76,25.31395833,7.26,8.26,1,7.559375,185,199,14,192.125,NA,NA,NA,NA,C,14.08186841,56.60644116,42.52457275
17/01/2022,25.54,26.99,1.45,26.10604167,7.26,8.49,1.23,7.57625,182,196,14,189.25,NA,NA,NA,NA,C,12.54337616,59.65514021,47.11176406
18/01/2022,24.94,26.94,2,25.60104167,7.17,7.49,0.32,7.262083333,190,201,11,196.0416667,NA,NA,NA,NA,C,40.44134777,84.03384466,43.59249689
19/01/2022,24.26,26.79,2.53,25.55173913,7.11,7.79,0.68,7.479347826,195,206,11,198.9782609,NA,NA,NA,NA,C,31.34591868,95.89163949,64.54572081
21/01/2022,20.77,24.22,3.45,22.93259259,7.6,7.82,0.22,7.722592593,210,215,5,213.6296296,0,30.9,30.9,7.759259259,C,30.88352033,40.55678263,9.673262295
22/01/2022,21.16,26.87,5.71,23.43166667,7.41,8.24,0.83,7.695625,214,222,8,217.3333333,NA,NA,NA,NA,C,20.9419319,51.15620858,30.21427669
23/01/2022,21.94,27.58,5.64,24.33625,7.53,8.41,0.88,7.853541667,219,228,9,222.8958333,NA,NA,NA,NA,C,16.16824769,50.20578588,34.0375382
24/01/2022,22.64,25.37,2.73,23.99833333,7.54,8.04,0.5,7.675625,220,227,7,223.625,NA,NA,NA,NA,C,21.68098113,50.44548558,28.76450446
25/01/2022,22.51,24.7,2.19,23.75229167,7.24,7.71,0.47,7.476041667,226,230,4,228.0208333,NA,NA,NA,NA,C,38.50741992,72.51292276,34.00550283
26/01/2022,22.72,31.65,8.93,26.481875,7.21,8.57,1.36,7.707291667,222,232,10,228.5625,NA,NA,NA,NA,C,13.8791096,83.18222934,69.30311974
27/01/2022,25.67,29.86,4.19,27.555625,7.23,7.91,0.68,7.453541667,219,230,11,222.8125,NA,NA,NA,NA,C,28.9881279,82.26438849,53.27626059
28/01/2022,26.19,30.61,4.42,27.65583333,7.13,8.22,1.09,7.340625,221,230,9,225.3333333,NA,NA,NA,NA,C,5.883238679,87.66613544,81.78289676
29/01/2022,26.3,31.64,5.34,28.05645833,7.2,8.59,1.39,7.492083333,222,246,24,229.75,NA,NA,NA,NA,C,6.106166497,81.87359948,75.76743298
30/01/2022,27.03,28.71,1.68,27.62954545,7.21,7.32,0.11,7.231818182,243,253,10,246.6818182,NA,NA,NA,NA,C,12.65433929,90.63066795,77.97632866
22/02/2022,23.74,27.26,3.52,24.66076923,7.83,9.39,1.56,8.724230769,204,213,9,207.6923077,29,138.7,109.7,69.33461538,C,10.91499483,51.95559977,41.04060495
23/02/2022,23.13,27.31,4.18,25.12208333,8.4,9.23,0.83,8.824583333,209,227,18,223.7291667,37.8,111.1,73.3,71.2875,C,10.1778339,21.10496045,10.92712654
24/02/2022,24.18,27.59,3.41,25.806875,8,9.18,1.18,8.62625,222,229,7,225.2291667,30.6,110.8,80.2,59.45,C,10.68524593,27.90461446,17.21936854
25/02/2022,25.21,25.82,0.61,25.430625,7.94,8.57,0.63,8.299375,225,229,4,226.125,27.6,57.2,29.6,39.11875,C,12.25666191,29.04683632,16.79017441
10/03/2022,21.59,24.37,2.78,22.9936,7.57,9.05,1.48,8.3964,243,271,28,266.44,33.8,107.7,73.9,66.364,C,11.95743336,58.29632465,46.33889128
11/03/2022,20.54,23.44,2.9,21.70333333,7.51,8.74,1.23,7.90875,262,272,10,268.6875,25.6,96.3,70.7,43.12916667,C,17.64972264,64.64166023,46.99193759
12/03/2022,20.64,24.56,3.92,22.15770833,7.56,8.58,1.02,8.123541667,265,271,6,266.5833333,28.6,92.1,63.5,53.02708333,C,19.28774781,71.69294236,52.40519454
13/03/2022,20.81,25.02,4.21,22.38979167,7.43,8.49,1.06,7.782916667,264,268,4,265.25,23.2,91,67.8,43.98541667,C,38.77606871,65.43497501,26.6589063
14/03/2022,20.94,23.17,2.23,21.87416667,7.31,7.99,0.68,7.517083333,261,266,5,263.5,12,54.4,42.4,27.17291667,C,63.33993575,112.3076336,48.96769786
15/03/2022,20.87,22.42,1.55,21.52791667,7.38,8.09,0.71,7.597708333,260,264,4,261.6458333,20.2,64,43.8,36.25208333,C,56.0018574,118.6297395,62.62788214
16/03/2022,20.3,21.81,1.51,20.805625,7.38,7.94,0.56,7.624791667,259,262,3,260.6041667,25.8,57.4,31.6,40.66666667,C,59.58955557,96.20719421,36.61763864
17/03/2022,20.07,23.9,3.83,21.41229167,7.45,8.75,1.3,7.843333333,256,269,13,261.5208333,30.5,91.2,60.7,51.26458333,C,61.08801696,81.54321505,20.45519809
18/03/2022,21.04,25.1,4.06,22.71604167,7.42,8.5,1.08,7.842291667,260,269,9,263.25,28.3,90.6,62.3,54.50416667,C,43.89210334,83.14148164,39.2493783
19/03/2022,21.83,25.32,3.49,23.630625,7.86,8.79,0.93,8.2475,256,264,8,260.125,46.9,97.6,50.7,66.41875,C,29.24333791,77.45508712,48.2117492
20/03/2022,22.69,25.78,3.09,24.09041667,7.41,8.55,1.14,8.065208333,257,264,7,260.75,22.5,83.2,60.7,55.99791667,C,26.08161074,66.23796492,40.15635418
21/03/2022,22.6,25.82,3.22,24.1985,7.4,8.95,1.55,8.11175,255,265,10,261.225,25.9,116.1,90.2,60.1325,C,21.51502976,97.53370294,76.01867319
22/03/2022,23.03,27.21,4.18,24.76133333,7.69,8.81,1.12,8.229666667,282,294,12,289,33.4,110.2,76.8,63.30666667,C,13.43264158,67.1329747,53.70033312
23/03/2022,21.14,23.94,2.8,22.6,7.46,8.25,0.79,7.852083333,278,295,17,283.7083333,22.6,66.9,44.3,46.41666667,C,26.08526297,70.10486857,44.0196056
24/03/2022,20.57,23.84,3.27,21.71791667,7.53,8.67,1.14,8.005625,278,285,7,281.1875,25.6,81.2,55.6,49.75625,C,18.18965104,38.00928773,19.81963669
25/03/2022,19.89,23.37,3.48,21.5075,7.58,8.77,1.19,8.163125,279,284,5,281.2916667,28.5,78.3,49.8,51.81041667,C,13.92242414,59.76765677,45.84523264
26/03/2022,20.06,23.45,3.39,21.54833333,8.07,8.62,0.55,8.366875,279,287,8,283.2291667,45.4,82.5,37.1,65.475,C,15.79431416,35.09054636,19.29623221
27/03/2022,20.24,23.96,3.72,21.88458333,7.84,8.75,0.91,8.290833333,285,302,17,293.4375,41.4,91.3,49.9,64.8875,C,12.6035707,34.12072018,21.51714948
28/03/2022,20.73,23.13,2.4,21.74416667,7.54,8.57,1.03,8.138333333,298,304,6,300,27.2,81.6,54.4,53.84375,C,16.36338257,35.01344483,18.65006226
29/03/2022,20.42,24.34,3.92,22.20270833,7.47,8.77,1.3,8.114583333,301,311,10,304.8333333,18.9,99.2,80.3,55.19166667,C,14.02150236,68.75372848,54.73222612
30/03/2022,19.87,24.33,4.46,21.7175,7.43,8.2,0.77,7.834166667,305,311,6,307.8958333,19,71.9,52.9,43.5375,C,23.12682308,83.06155884,59.93473576
31/03/2022,18.42,21.31,2.89,19.59604167,7.65,8.32,0.67,7.95625,305,310,5,307.2291667,35.8,72.7,36.9,52.69375,C,22.3308789,53.34025123,31.00937234
1/04/2022,17.54,19.82,2.28,18.57541667,7.74,8.19,0.45,7.95375,307,313,6,310.5,43.8,70.2,26.4,54.40833333,C,22.12694943,45.89817094,23.77122151
2/04/2022,16.73,19.51,2.78,18.135625,7.82,8.28,0.46,8.036458333,310,316,6,312.9583333,48.6,74.8,26.2,59.07083333,C,20.3379672,45.67627874,25.33831154
3/04/2022,17.43,20.28,2.85,18.77604167,7.67,8.13,0.46,7.919166667,313,322,9,317.3541667,40.5,71.3,30.8,51.48333333,C,21.73838081,47.89777094,26.15939013
4/04/2022,17.99,20.99,3,19.49104167,7.78,8.21,0.43,7.994791667,318,324,6,321.2708333,39.7,64.6,24.9,53.04791667,C,20.52112034,50.89738597,30.37626563
5/04/2022,18.18,21.88,3.7,20.08708333,7.75,8.39,0.64,7.992708333,323,331,8,327.7083333,32.4,73,40.6,49.79375,C,17.47617017,32.45370954,14.97753937
10/11/2021,21.81,23.59,1.78,22.68729167,7.62,8.34,0.72,7.888125,425.8,428.8,3,427.3104167,55.6,163.1,107.5,85.21458333,A,17.51097045,28.74091936,11.22994891
11/11/2021,20.24,22.33,2.09,21.16291667,7.79,8.11,0.32,7.917708333,423.2,429.4,6.2,427.1604167,77.2,97,19.8,86.52708333,A,26.11940571,34.38285628,8.26345057
12/11/2021,18.41,20.29,1.88,19.32979167,7.71,7.89,0.18,7.765208333,417.5,425.3,7.8,420.34375,73.1,80.8,7.7,76.01458333,A,32.59017923,38.70839902,6.11821979
13/11/2021,16.62,18.37,1.75,17.27833333,7.69,7.94,0.25,7.78625,401.4,418.7,17.3,406.8791667,72,88.8,16.8,79.70208333,A,29.37554739,39.69179647,10.31624908
14/11/2021,15.92,16.99,1.07,16.415625,7.69,8.08,0.39,7.838125,400.5,403.1,2.6,401.9833333,NA,NA,NA,NA,A,25.80601032,37.09399841,11.28798809
15/11/2021,14.62,16.6,1.98,15.6325,7.73,8.21,0.48,7.921875,401,402.9,1.9,401.8041667,79,102.4,23.4,89.1,A,21.78141993,33.456836,11.67541607
16/11/2021,14.94,20.36,5.42,17.13208333,7.73,8.45,0.72,8.080416667,400.8,408,7.2,403.7458333,83.7,120.7,37,100.2604167,A,16.359524,28.99470349,12.63517949
17/11/2021,16.52,21.96,5.44,18.98395833,7.81,8.65,0.84,8.185416667,402.9,410,7.1,405.875,90.7,131.2,40.5,109.3020833,A,13.80586462,23.19378437,9.387919749
18/11/2021,18.27,20.62,2.35,19.56208333,7.84,8.65,0.81,8.201666667,405.7,409.1,3.4,407.5145833,94.7,130.7,36,110.55,A,12.32441211,20.35701356,8.032601453
19/11/2021,18.5,19.38,0.88,18.77291667,7.76,8.39,0.63,8.049583333,405.8,410.1,4.3,407.7958333,84.5,118.2,33.7,99.48333333,A,12.99957274,21.59331256,8.593739819
20/11/2021,17.95,18.82,0.87,18.32916667,7.83,8.54,0.71,8.109583333,402.4,409.2,6.8,406.3583333,82.7,122.6,39.9,101.7916667,A,11.60738126,22.34070358,10.73332232
21/11/2021,17.05,22.2,5.15,19.2575,7.69,8.72,1.03,8.155,405.1,413.8,8.7,408.6895833,74.5,158.1,83.6,108.64375,A,11.98028203,29.62258754,17.64230551
23/11/2021,19.85,22.28,2.43,20.91708333,7.9,8.53,0.63,8.148958333,409.7,415.1,5.4,413.05625,84.3,124.1,39.8,101.04375,A,21.76347968,24.86747468,3.103994999
24/11/2021,20.13,23.13,3,21.32166667,7.87,8.64,0.77,8.170208333,399.9,411.5,11.6,405.8479167,83.2,143.3,60.1,104.8479167,A,9.676070306,28.70210276,19.02603246
25/11/2021,21.55,22.6,1.05,22.06520833,7.82,8.51,0.69,8.120833333,400.6,411.5,10.9,407.9666667,NA,NA,NA,NA,A,10.66215207,29.90107965,19.23892757
26/11/2021,19.64,21.39,1.75,20.16833333,7.84,8.25,0.41,8.002083333,405.5,409.4,3.9,407.4395833,NA,NA,NA,NA,A,12.9229871,30.67448992,17.75150282
27/11/2021,18.66,21.36,2.7,19.91375,7.71,8.46,0.75,8.006875,408,413.2,5.2,410.0958333,72.4,121.6,49.2,92.925,A,10.51324306,37.90842427,27.39518121
28/11/2021,19.12,23.95,4.83,21.37145833,7.75,8.6,0.85,8.136458333,407.7,418.1,10.4,412.3291667,75,139.6,64.6,102.9770833,A,10.05962119,41.01347222,30.95385103
1/12/2021,23.44,27.5,4.06,25.17041667,7.82,8.77,0.95,8.194166667,416.5,423.3,6.8,419.96875,75.5,167.4,91.9,110.6375,A,19.18023672,27.37431631,8.194079587
2/12/2021,23.99,29.28,5.29,26.193125,7.75,8.87,1.12,8.205416667,418,426.5,8.5,421.7333333,72.5,157.3,84.8,106.7583333,A,7.061209553,37.23203552,30.17082596
3/12/2021,24.8,28.54,3.74,26.61645833,7.76,8.81,1.05,8.2225,420.6,432,11.4,426.2916667,73.4,159.3,85.9,108.2979167,A,10.00227273,35.44763644,25.44536371
4/12/2021,23.17,25.98,2.81,24.48916667,7.74,8.39,0.65,7.986875,308.4,430.8,122.4,392.9291667,68.2,120.1,51.9,90.56041667,A,13.51304392,35.15220814,21.63916422
5/12/2021,21.54,23.68,2.14,21.96104167,7.57,7.91,0.34,7.697291667,342.8,348.3,5.5,345.5645833,51.8,84.3,32.5,65.19583333,A,25.5504755,35.38837835,9.837902851
6/12/2021,20.84,23.36,2.52,21.378125,7.47,7.87,0.4,7.6325,345.7,349.2,3.5,347.1583333,42.6,78.7,36.1,64.14583333,A,28.59648356,43.94872647,15.3522429
7/12/2021,21.13,23.4,2.27,21.49520833,7.47,7.85,0.38,7.5975,347,351.4,4.4,348.2666667,44.3,77.3,33,62.29375,A,24.89164327,43.95847524,19.06683197
8/12/2021,20.57,24.03,3.46,21.78270833,7.56,7.87,0.31,7.712083333,345.1,354,8.9,350.8,55.8,83.7,27.9,70.26041667,A,18.37039839,38.57080278,20.20040438
9/12/2021,19.37,21.81,2.44,20.07166667,7.42,7.73,0.31,7.535833333,349.7,354.8,5.1,353.0270833,53,78.6,25.6,63.56875,A,25.49128894,48.59512922,23.10384028
10/12/2021,18.85,19.99,1.14,19.42583333,7.37,7.59,0.22,7.470416667,352.1,358.8,6.7,354.825,46.1,69.5,23.4,59.4125,A,26.45184285,49.8898225,23.43797965
11/12/2021,19.56,20.77,1.21,20.02895833,7.35,7.65,0.3,7.533333333,354.8,362.5,7.7,358.5375,45.4,72.2,26.8,63.58541667,A,14.68895382,46.82147087,32.13251705
12/12/2021,20.31,21.61,1.3,20.98416667,7.37,7.71,0.34,7.538333333,357,364.1,7.1,360.7270833,39.2,79.8,40.6,61.59583333,A,12.64552998,53.694299,41.04876902
13/12/2021,21.41,23.75,2.34,22.36729167,7.35,7.95,0.6,7.619375,361.9,371.4,9.5,365.6604167,45.4,97.1,51.7,73.22291667,A,11.02636027,42.3677694,31.34140913
14/12/2021,23.09,25.06,1.97,24.074375,7.45,7.98,0.53,7.65625,366.6,375.4,8.8,371.1166667,54.2,96.7,42.5,73.72083333,A,10.26005983,40.41767546,30.15761562
15/12/2021,23.37,25.37,2,24.22208333,7.51,7.96,0.45,7.702708333,373.5,379,5.5,376.2375,56.2,92.9,36.7,75.67291667,A,16.2192451,36.61435119,20.39510609
16/12/2021,21.58,26.12,4.54,23.17729167,7.53,8.12,0.59,7.785625,372.4,381,8.6,375.2395833,67.2,107.6,40.4,84.72291667,A,11.39957247,43.41787619,32.01830372
17/12/2021,21.87,26.44,4.57,23.59895833,7.6,8.38,0.78,7.895,375.5,384.1,8.6,379.275,75.4,108,32.6,87.86875,A,10.95587638,38.26066561,27.30478923
18/12/2021,23.94,26.76,2.82,25.38104167,7.56,8.18,0.62,7.797083333,382.1,400.2,18.1,393.4229167,NA,NA,NA,NA,A,12.5458565,45.45735786,32.91150136
19/12/2021,23.02,25.79,2.77,24.32291667,7.53,7.91,0.38,7.682708333,377.7,398.8,21.1,386.5770833,71.4,83.1,11.7,76.51458333,A,14.70777156,45.04921534,30.34144379
20/12/2021,21.38,26.61,5.23,23.49978723,7.41,7.94,0.53,7.649787234,375.1,382.6,7.5,378.3468085,57.4,93.9,36.5,73.64680851,A,14.19292388,54.95304157,40.76011768
21/12/2021,22.39,27.53,5.14,24.64875,7.66,8.08,0.42,7.843541667,377.6,387.8,10.2,382.3916667,71.4,102.6,31.2,85.10208333,A,21.05168915,35.16902804,14.11733888
22/12/2021,23.06,28.67,5.61,25.46270833,7.74,8,0.26,7.884791667,345,390.9,45.9,380.4833333,76.1,104.2,28.1,89.13541667,A,21.26143844,31.25751412,9.996075686
23/12/2021,23.59,29.86,6.27,26.07833333,7.64,8.2,0.56,7.890625,326,356.8,30.8,345.0041667,76,121.4,45.4,96.72291667,A,14.09490051,35.18142154,21.08652103
24/12/2021,23.89,27.77,3.88,25.67270833,7.76,8.26,0.5,8.011875,336.7,349.4,12.7,344.7,83.3,121.8,38.5,102.0354167,A,13.13823657,28.0525997,14.91436314
25/12/2021,24.89,29.36,4.47,26.88291667,7.78,8.17,0.39,8.01,348.4,355,6.6,350.7791667,83,116,33,99.8875,A,13.80522174,29.12321543,15.31799369
26/12/2021,23.32,27.13,3.81,25.10041667,7.46,7.97,0.51,7.724791667,348.1,353.6,5.5,351.4791667,62.1,99.1,37,82.54583333,A,19.78430618,43.57241478,23.78810859
27/12/2021,21.42,25.98,4.56,23.513125,7.39,7.78,0.39,7.570833333,350.2,360.6,10.4,352.8958333,55.1,90,34.9,72.15,A,24.77626401,53.62484439,28.84858038
28/12/2021,22.19,26.45,4.26,24.47708333,7.47,8.03,0.56,7.696458333,355.7,364.4,8.7,358.1770833,66.1,110.6,44.5,84.74375,A,18.427625,50.34847735,31.92085235
29/12/2021,22.59,27.27,4.68,24.81854167,7.52,8.17,0.65,7.757291667,358.5,366.4,7.9,361.0729167,67.8,135.9,68.1,90.00416667,A,13.07810687,50.62425785,37.54615098
30/12/2021,24.09,29.63,5.54,26.51104167,7.55,8.23,0.68,7.844791667,362.8,373,10.2,365.8770833,73.2,113.2,40,88.12708333,A,11.00788146,53.76471805,42.75683659
31/12/2021,25.53,30.24,4.71,27.73833333,7.54,8.34,0.8,7.870208333,367.7,377.1,9.4,370.2625,74.2,109,34.8,89.06666667,A,11.29526933,55.58222659,44.28695726
1/01/2022,26.25,31.21,4.96,28.44229167,7.57,8.44,0.87,7.906458333,372.2,381.2,9,375.38125,71.6,125.7,54.1,90.93125,A,12.52781142,51.09491978,38.56710835
2/01/2022,26.03,29,2.97,27.355,7.57,8.1,0.53,7.78125,375,379.7,4.7,377.2458333,73,102.4,29.4,83.34583333,A,15.36205943,48.46200979,33.09995036
3/01/2022,25.27,32.19,6.92,27.96895833,7.57,8.08,0.51,7.794166667,376,404,28,386.7104167,65.9,122.7,56.8,92.46041667,A,12.68182125,53.87694308,41.19512183
4/01/2022,26.05,30.8,4.75,28.26291667,7.53,8.47,0.94,7.916666667,392.6,401.3,8.7,396.6291667,68.8,148.6,79.8,98.74375,A,8.943429089,53.07458773,44.13115864
5/01/2022,25.42,29.32,3.9,26.78666667,7.54,7.9,0.36,7.71375,390.5,400.4,9.9,395.0354167,69.3,92.5,23.2,80.46666667,A,21.66330344,53.10162222,31.43831878
6/01/2022,23.77,25.35,1.58,24.47666667,7.41,7.6,0.19,7.478541667,385.5,390.7,5.2,388.8041667,58.5,75.8,17.3,64.53333333,A,37.15125534,59.14924872,21.99799338
7/01/2022,23.12,27.69,4.57,24.48958333,7.33,8.26,0.93,7.634791667,384.5,389.9,5.4,387.1,51.9,108.6,56.7,75.33541667,A,10.30083191,69.70479834,59.40396643
8/01/2022,23.75,28.12,4.37,25.49208333,7.49,8.68,1.19,7.983125,387.2,394,6.8,388.8770833,NA,NA,NA,NA,A,8.981889433,50.05098983,41.0691004
9/01/2022,24.15,28.7,4.55,26.18458333,7.55,8.84,1.29,8.101458333,389.1,394.4,5.3,391,75.8,143.5,67.7,103.9520833,A,8.919763027,50.29962422,41.3798612
10/01/2022,26.19,29.91,3.72,28.11041667,7.44,8.67,1.23,7.956666667,393.5,402.2,8.7,396.3520833,76.2,127.7,51.5,97.91666667,A,8.861221013,61.5447949,52.68357389
13/01/2022,25.56,29.57,4.01,27.61333333,7.49,8.32,0.83,7.892916667,391.2,401.9,10.7,398.73125,75.8,108.6,32.8,90.50833333,A,6.843136032,40.76723592,33.92409989
14/01/2022,25.67,29.62,3.95,27.37645833,7.35,8.59,1.24,7.901458333,393.9,403.7,9.8,399.71875,NA,NA,NA,NA,A,9.12646814,75.10866368,65.98219554
15/01/2022,25.74,30.14,4.4,27.448125,7.24,9.02,1.78,8.0775,395.5,402.2,6.7,398.1354167,NA,NA,NA,NA,A,7.938856462,74.99291653,67.05406006
16/01/2022,26,30.4,4.4,27.95458333,7.18,9.34,2.16,8.213541667,396.3,407.2,10.9,400.1708333,42.4,178.7,136.3,108.425,A,7.897436605,83.74175034,75.84431373
17/01/2022,26.39,29.62,3.23,27.5775,7.33,8.81,1.48,7.872708333,399.7,407.3,7.6,403.4854167,61.3,119.2,57.9,82.94791667,A,11.58715472,85.72713482,74.13998009
18/01/2022,24.86,28.76,3.9,26.47479167,7.19,9.29,2.1,8.067083333,401.7,414.8,13.1,407.21875,39.7,143.2,103.5,84.02083333,A,9.194706789,87.31714383,78.12243704
19/01/2022,24.34,29.1,4.76,26.37854167,7.16,8.37,1.21,7.690416667,402.1,411.1,9,406.78125,42.8,112.6,69.8,76.84791667,A,10.97588681,91.06253751,80.0866507
20/01/2022,24.07,29.82,5.75,26.36479167,7.26,8.46,1.2,7.867708333,402.4,412.5,10.1,407.6583333,54,118.2,64.2,87.41458333,A,9.498022157,87.3857141,77.88769194
