Site,Date_time,CO2.uM,Flux
D,26/10/2021 15:45,12.17595626,-3.315667711
D,26/10/2021 16:00,11.94694141,-3.494428338
D,26/10/2021 16:15,12.80366654,-2.919793103
D,26/10/2021 16:30,11.84243031,-3.670102955
D,26/10/2021 16:45,10.18571806,-3.685812745
D,26/10/2021 17:00,10.35894456,-3.550607469
D,26/10/2021 17:15,12.3594057,-3.285516324
D,26/10/2021 17:30,11.24282388,-4.157084874
D,26/10/2021 17:45,10.14475137,-4.209337755
D,26/10/2021 18:00,9.06168183,-5.054709454
D,26/10/2021 18:15,9.623064332,-4.59596914
D,26/10/2021 18:30,9.11848418,-4.989810232
D,26/10/2021 18:45,10.11158275,-4.461553025
D,26/10/2021 19:00,10.66312363,-4.031051608
D,26/10/2021 19:15,10.02857432,-3.71585636
D,26/10/2021 19:30,9.685129996,-3.983917219
D,26/10/2021 19:45,9.585687665,-4.914546288
D,26/10/2021 20:00,9.880631901,-4.684329044
D,26/10/2021 20:15,9.125245499,-4.636682229
D,26/10/2021 20:30,8.565843476,-5.073305016
D,26/10/2021 20:45,9.566563686,-4.5414544
D,26/10/2021 21:00,9.602259819,-4.513592571
D,26/10/2021 21:15,10.62408008,-3.743109301
D,26/10/2021 21:30,11.05333584,-3.408062707
D,26/10/2021 21:45,11.18327457,-3.409037269
D,26/10/2021 22:00,10.82252378,-3.690615368
D,26/10/2021 22:15,10.77122212,-3.876336992
D,26/10/2021 22:30,10.04096977,-4.446328151
D,26/10/2021 22:45,10.67533249,-4.049834911
D,26/10/2021 23:00,10.30721758,-4.337164917
D,26/10/2021 23:15,10.19395348,-4.554249879
D,26/10/2021 23:30,10.78922084,-4.089613954
D,26/10/2021 23:45,11.44603953,-3.685763965
D,27/10/2021,12.91503492,-2.539132724
D,27/10/2021 0:15,13.21991707,-2.341427257
D,27/10/2021 0:30,13.22466163,-2.337723863
D,27/10/2021 0:45,13.90909287,-1.94788935
D,27/10/2021 1:00,13.68399717,-2.12359067
D,27/10/2021 1:15,14.07381894,-1.932139158
D,27/10/2021 1:30,13.72993204,-2.200566162
D,27/10/2021 1:45,13.29227844,-2.602994012
D,27/10/2021 2:00,12.98030759,-2.846509219
D,27/10/2021 2:15,13.23195343,-2.745988946
D,27/10/2021 2:30,12.96211583,-2.956617321
D,27/10/2021 2:45,12.9158291,-3.144568171
D,27/10/2021 3:00,14.05960026,-2.251761818
D,27/10/2021 3:15,12.97046217,-3.196706927
D,27/10/2021 3:30,12.73094821,-3.383668044
D,27/10/2021 3:45,12.6400869,-3.526370713
D,27/10/2021 4:00,12.91869016,-3.30889617
D,27/10/2021 4:15,13.75433935,-2.7330068
D,27/10/2021 4:30,14.917689,-1.824905472
D,27/10/2021 4:45,14.97605294,-1.832010549
D,27/10/2021 5:00,14.93758245,-1.862040389
D,27/10/2021 5:15,15.35068257,-1.584384768
D,27/10/2021 5:30,15.51118569,-1.459096651
D,27/10/2021 5:45,15.69107905,-1.404848337
D,27/10/2021 6:00,16.29417292,-0.934073321
D,27/10/2021 6:15,16.54584987,-0.845470489
D,27/10/2021 6:30,17.4864219,-0.111255649
D,27/10/2021 6:45,18.16680314,0.369636833
D,27/10/2021 7:00,18.98561292,1.008805241
D,27/10/2021 7:15,19.42628524,1.302303105
D,27/10/2021 7:30,20.2063106,1.91119782
D,27/10/2021 7:45,19.96969321,1.747565015
D,27/10/2021 8:00,19.88833494,1.684056102
D,27/10/2021 8:15,19.69193031,1.610374155
D,27/10/2021 8:30,20.10012405,1.929012001
D,27/10/2021 8:45,19.31011903,1.407796342
D,27/10/2021 9:00,18.74172575,0.964108385
D,27/10/2021 9:15,18.21767703,0.702443802
D,27/10/2021 9:30,18.22076394,0.704853426
D,27/10/2021 9:45,17.539354,0.29393669
D,27/10/2021 10:00,17.90203912,0.577044548
D,27/10/2021 10:15,17.36096556,0.293748862
D,27/10/2021 10:30,17.04973109,0.050804693
D,27/10/2021 10:45,16.45872423,-0.223397083
D,27/10/2021 11:00,16.34982177,-0.308403543
D,27/10/2021 11:15,16.2601331,-0.153943378
D,27/10/2021 11:30,15.23488829,-0.954213018
D,27/10/2021 11:45,13.27915464,-2.013892242
D,27/10/2021 12:00,12.95144207,-2.269686336
D,27/10/2021 12:15,12.28667351,-2.641127715
D,27/10/2021 12:30,11.70403117,-3.095901974
D,27/10/2021 12:45,11.2064609,-3.187506355
D,27/10/2021 13:00,10.67804478,-3.599948141
D,27/10/2021 13:15,9.871290194,-4.074016581
D,27/10/2021 13:30,9.174848761,-4.617601538
D,27/10/2021 13:45,9.311807122,-4.374340995
D,27/10/2021 14:00,9.315998274,-4.371069751
D,27/10/2021 14:15,8.135521399,-5.098821117
D,27/10/2021 14:30,8.207006411,-5.043026823
D,27/10/2021 14:45,8.208570357,-4.856336687
D,27/10/2021 15:00,8.21070638,-4.854669532
D,27/10/2021 15:15,7.762572634,-5.092455917
D,27/10/2021 15:30,7.265235741,-5.480622549
D,27/10/2021 15:45,7.298443977,-5.403853212
D,27/10/2021 16:00,7.53134581,-5.222076106
D,27/10/2021 16:15,7.303236314,-5.559895281
D,27/10/2021 16:30,7.068072665,-5.743439363
D,27/10/2021 16:45,7.010846261,-5.437304842
D,27/10/2021 17:00,7.172883666,-5.310837936
D,27/10/2021 17:15,7.362513846,-5.658442275
D,27/10/2021 17:30,7.122915474,-5.845449163
D,27/10/2021 17:45,7.183326449,-5.320095631
D,27/10/2021 18:00,7.018453105,-5.448776056
D,27/10/2021 18:15,7.161239862,-5.507959825
D,27/10/2021 18:30,6.830247843,-5.766295117
D,27/10/2021 18:45,7.227370531,-5.609965147
D,27/10/2021 19:00,6.889834568,-5.873410188
D,27/10/2021 19:15,6.629937251,-6.091504067
D,27/10/2021 19:30,6.966830871,-5.828560142
D,27/10/2021 19:45,6.871268889,-5.967539911
D,27/10/2021 20:00,6.939313342,-5.914431335
D,27/10/2021 20:15,7.508641603,-5.460836584
D,27/10/2021 20:30,7.576135381,-5.408157839
D,27/10/2021 20:45,7.940880213,-5.210139937
D,27/10/2021 21:00,8.41877292,-4.837143918
D,27/10/2021 21:15,8.40792622,-4.923889445
D,27/10/2021 21:30,8.273469356,-5.028833703
D,27/10/2021 21:45,8.515046496,-4.935356473
D,27/10/2021 22:00,9.351119282,-4.282793987
D,27/10/2021 22:15,9.888394645,-3.966244288
D,27/10/2021 22:30,9.85829245,-3.989739463
D,27/10/2021 22:45,10.10294872,-3.8801074
D,27/10/2021 23:00,9.752982362,-4.153262171
D,27/10/2021 23:15,10.03671099,-4.017344066
D,27/10/2021 23:30,10.5702816,-3.600881006
D,27/10/2021 23:45,11.16649581,-3.242155327
D,28/10/2021,10.70122515,-3.605311006
D,28/10/2021 0:15,11.01474771,-3.46875721
D,28/10/2021 0:30,11.51999618,-3.07439543
D,28/10/2021 0:45,11.18432239,-3.442656718
D,28/10/2021 1:00,12.20965467,-2.642348953
D,28/10/2021 1:15,11.76587093,-3.019862215
D,28/10/2021 1:30,11.43666704,-3.276817834
D,28/10/2021 1:45,11.20157598,-3.522942408
D,28/10/2021 2:00,10.94569826,-3.72266499
D,28/10/2021 2:15,11.53871586,-3.344082345
D,28/10/2021 2:30,11.32158733,-3.513560472
D,28/10/2021 2:45,11.51149358,-3.450533642
D,28/10/2021 3:00,11.77428045,-3.24541624
D,28/10/2021 3:15,12.15846164,-2.995671297
D,28/10/2021 3:30,13.13047961,-2.236963861
D,28/10/2021 3:45,14.22228164,-1.456911903
D,28/10/2021 4:00,14.49045655,-1.247587481
D,28/10/2021 4:15,15.54976082,-0.48623777
D,28/10/2021 4:30,15.51192685,-0.515769251
D,28/10/2021 4:45,16.22549558,-0.021132396
D,28/10/2021 5:00,15.6555133,-0.466036286
D,28/10/2021 5:15,16.06261737,-0.229662235
D,28/10/2021 5:30,15.48895246,-0.677442683
D,28/10/2021 5:45,16.70472855,0.215583373
D,28/10/2021 6:00,17.28075368,0.665207496
D,28/10/2021 6:15,16.50507328,-0.00037415
D,28/10/2021 6:30,16.92926909,0.330738696
D,28/10/2021 6:45,16.94793138,0.330209264
D,28/10/2021 7:00,17.91307553,1.08356863
D,28/10/2021 7:15,17.70099187,0.899114454
D,28/10/2021 7:30,17.77828877,0.959449908
D,28/10/2021 7:45,18.16407683,1.245425852
D,28/10/2021 8:00,18.16407683,1.245425852
D,28/10/2021 8:15,17.3327797,0.615485255
D,28/10/2021 8:30,18.14344423,1.2482635
D,28/10/2021 8:45,17.50464037,0.742061915
D,28/10/2021 9:00,15.92033517,-0.494595568
D,28/10/2021 9:15,15.79826212,-0.552086971
D,28/10/2021 9:30,15.52853569,-0.762626276
D,28/10/2021 9:45,15.26166702,-0.910817708
D,28/10/2021 10:00,15.64512599,-0.611503644
D,28/10/2021 10:15,15.96769252,-0.251866701
D,28/10/2021 10:30,15.77714727,-0.40059846
D,28/10/2021 10:45,16.06664186,-0.211661592
D,28/10/2021 11:00,16.21965749,-0.092223658
D,28/10/2021 11:15,14.64433574,-1.314437351
D,28/10/2021 11:30,13.1149012,-2.508252939
D,28/10/2021 11:45,12.43966171,-3.005702155
D,28/10/2021 12:00,12.05807699,-3.303551494
D,28/10/2021 12:15,11.36190712,-3.542346843
D,28/10/2021 12:30,11.73442867,-3.251576819
D,28/10/2021 12:45,11.85756182,-3.010919766
D,28/10/2021 13:00,12.99912833,-2.119882442
D,28/10/2021 13:15,12.93363665,-2.108378591
D,28/10/2021 13:30,13.08019344,-1.993985691
D,28/10/2021 13:45,13.02549844,-1.950532733
D,28/10/2021 14:00,13.17103474,-1.836936917
D,28/10/2021 14:15,12.30364828,-2.344518041
D,28/10/2021 14:30,12.1960362,-2.428511978
D,28/10/2021 14:45,12.42357684,-2.16096521
D,28/10/2021 15:00,12.77955325,-1.883118084
D,28/10/2021 15:15,12.00969309,-2.527183768
D,28/10/2021 15:30,12.47435383,-2.164505332
D,28/10/2021 15:45,12.83144708,-1.882456059
D,28/10/2021 16:00,12.79560505,-1.910431585
D,28/10/2021 16:15,13.71917367,-1.269885306
D,28/10/2021 16:30,14.36902927,-0.762655869
D,28/10/2021 16:45,17.12856351,1.320257825
D,28/10/2021 17:00,18.18095406,2.141679527
D,28/10/2021 17:15,21.02643747,4.379618715
D,28/10/2021 17:30,20.70016517,4.1249539
D,28/10/2021 17:45,21.97179867,5.063109419
D,28/10/2021 18:00,21.97179867,5.063109419
D,28/10/2021 18:15,22.35681909,5.257139607
D,28/10/2021 18:30,21.91556608,4.912725989
D,28/10/2021 18:45,20.71877837,3.961275209
D,28/10/2021 19:00,20.97638307,4.162345026
D,28/10/2021 19:15,20.49586902,3.745570537
D,28/10/2021 19:30,20.53279851,3.774395414
D,28/10/2021 19:45,20.33133118,3.561171399
D,28/10/2021 20:00,20.29423021,3.532212587
D,28/10/2021 20:15,20.47883083,3.616390701
D,28/10/2021 20:30,20.96375761,3.994897005
D,28/10/2021 20:45,20.19288442,3.343514494
D,28/10/2021 21:00,20.97816326,3.956460281
D,28/10/2021 21:15,20.87154663,3.848283163
D,28/10/2021 21:30,20.53369785,3.584576485
D,28/10/2021 21:45,21.53408145,4.326044779
D,28/10/2021 22:00,21.15695218,4.031677207
D,28/10/2021 22:15,21.5698182,4.307149933
D,28/10/2021 22:30,22.40233749,4.956973054
D,28/10/2021 22:45,23.47577218,5.72960913
D,28/10/2021 23:00,24.350882,6.412678721
D,28/10/2021 23:15,25.1956029,7.013600696
D,28/10/2021 23:30,25.27206907,7.073286786
D,28/10/2021 23:45,25.7121318,7.376366521
D,29/10/2021,26.78666865,8.215104022
D,29/10/2021 0:15,27.2397568,8.539248935
D,29/10/2021 0:30,27.43212797,8.689405876
D,29/10/2021 0:45,28.20647009,9.29382516
D,29/10/2021 1:00,29.2454533,10.10481223
D,29/10/2021 1:15,29.11136398,9.937074629
D,29/10/2021 1:30,29.84591367,10.51043557
D,29/10/2021 1:45,30.37250421,10.90282913
D,29/10/2021 2:00,29.94690224,10.57062044
D,29/10/2021 2:15,31.3362283,11.54611508
D,29/10/2021 2:30,31.06340044,11.33315476
D,29/10/2021 2:45,30.61305758,10.93612187
D,29/10/2021 3:00,30.92583467,11.18026587
D,29/10/2021 3:15,32.01506108,11.91561907
D,29/10/2021 3:30,31.46307727,11.48475504
D,29/10/2021 3:45,32.37849022,12.1335131
D,29/10/2021 4:00,32.14099518,11.94813004
D,29/10/2021 4:15,33.12417366,12.62967731
D,29/10/2021 4:30,32.805672,12.38106119
D,29/10/2021 4:45,33.55253215,12.80163476
D,29/10/2021 5:00,33.4316947,12.70731057
D,29/10/2021 5:15,33.70225582,12.97828019
D,29/10/2021 5:30,33.18129349,12.57162492
D,29/10/2021 5:45,33.90991896,13.05257121
D,29/10/2021 6:00,33.62767231,12.83225269
D,29/10/2021 6:15,34.72703621,13.61789964
D,29/10/2021 6:30,34.15973341,13.17506775
D,29/10/2021 6:45,34.58400574,13.42906348
D,29/10/2021 7:00,35.03209062,13.77883635
D,29/10/2021 7:15,35.14827134,13.86544527
D,29/10/2021 7:30,35.47409541,14.119782
D,29/10/2021 7:45,35.49703908,14.06390821
D,29/10/2021 8:00,35.33326958,13.93606998
D,29/10/2021 8:15,34.5816184,13.43127934
D,29/10/2021 8:30,34.70367117,13.52655312
D,29/10/2021 8:45,33.31268754,12.57433611
D,29/10/2021 9:00,32.95015527,12.29134734
D,29/10/2021 9:15,32.42629787,11.76107495
D,29/10/2021 9:30,31.93868437,11.38044651
D,29/10/2021 9:45,30.92027087,10.62206371
D,29/10/2021 10:00,29.81921714,9.762588843
D,29/10/2021 10:15,29.52282387,9.425112968
D,29/10/2021 10:30,29.15473424,9.137783029
D,29/10/2021 10:45,28.85208682,9.023866521
D,29/10/2021 11:00,27.99443389,8.354389138
D,29/10/2021 11:15,28.10724894,8.618842951
D,29/10/2021 11:30,27.58462271,8.210888908
D,29/10/2021 11:45,27.55097414,8.334123198
D,29/10/2021 12:00,28.89270862,9.38145177
D,29/10/2021 12:15,28.33855699,9.076625303
D,29/10/2021 12:30,27.59173665,8.493677869
D,29/10/2021 12:45,26.65814434,7.95110778
D,29/10/2021 13:00,26.04046421,7.468968657
D,29/10/2021 13:15,25.70040035,7.352463663
D,29/10/2021 13:30,25.16659726,6.935799432
D,29/10/2021 13:45,24.681011,6.571517678
D,29/10/2021 14:00,24.29632889,6.271251244
D,29/10/2021 14:15,24.07724864,6.155310274
D,29/10/2021 14:30,23.58368373,5.770055753
D,29/10/2021 14:45,21.74761344,4.435091693
D,29/10/2021 15:00,21.40333968,4.166368562
D,29/10/2021 15:15,19.98231442,3.100447286
D,29/10/2021 15:30,19.38184363,2.631750471
D,29/10/2021 15:45,19.11329098,2.450844229
D,29/10/2021 16:00,19.33514161,2.624009223
D,29/10/2021 16:15,18.5458603,2.061496677
D,29/10/2021 16:30,18.68871427,2.173000682
D,29/10/2021 16:45,18.36485962,1.913097006
D,29/10/2021 17:00,18.10190653,1.707850113
D,29/10/2021 17:15,17.4084288,1.130859237
D,29/10/2021 17:30,16.50881255,0.428666204
D,29/10/2021 17:45,17.0030434,0.807277394
D,29/10/2021 18:00,16.58772915,0.483104839
D,29/10/2021 18:15,15.37973213,-0.47772232
D,29/10/2021 18:30,14.92430309,-0.833206775
D,29/10/2021 18:45,14.42685723,-1.275516132
D,29/10/2021 19:00,14.45853858,-1.250787222
D,29/10/2021 19:15,14.96541303,-0.935049788
D,29/10/2021 19:30,16.05298075,-0.086144059
D,29/10/2021 19:45,17.03788904,0.59456055
D,29/10/2021 20:00,17.06780897,0.6179148
D,29/10/2021 20:15,18.47038954,1.660896434
D,29/10/2021 20:30,18.99196928,2.068020901
D,29/10/2021 20:45,19.65043663,2.574565917
D,29/10/2021 21:00,20.48251382,3.224052602
D,29/10/2021 21:15,20.64071546,3.272885493
D,29/10/2021 21:30,22.27802807,4.550912493
D,29/10/2021 21:45,22.70875854,4.83824043
D,29/10/2021 22:00,23.27652115,5.281416565
D,29/10/2021 22:15,23.10016763,5.113534832
D,29/10/2021 22:30,23.70575813,5.586238915
D,29/10/2021 22:45,24.12352874,5.832471387
D,29/10/2021 23:00,23.80520379,5.583996259
D,29/10/2021 23:15,24.76102801,6.295622944
D,29/10/2021 23:30,24.87348891,6.383406789
D,29/10/2021 23:45,25.23293765,6.434529737
D,30/10/2021,25.50274096,6.645133404
D,30/10/2021 0:15,25.71898929,6.865022564
D,30/10/2021 0:30,26.77037124,7.685710212
D,30/10/2021 0:45,27.39120345,8.174236441
D,30/10/2021 1:00,28.05844251,8.695069699
D,30/10/2021 1:15,28.53607991,9.028653945
D,30/10/2021 1:30,29.12816807,9.490826919
D,30/10/2021 1:45,29.87597736,9.951735616
D,30/10/2021 2:00,29.6013421,9.737358983
D,30/10/2021 2:15,30.39012024,10.32108978
D,30/10/2021 2:30,29.66869404,9.757953075
D,30/10/2021 2:45,30.93672157,10.59424537
D,30/10/2021 3:00,30.32535287,10.11701413
D,30/10/2021 3:15,31.15792086,10.68502857
D,30/10/2021 3:30,31.38820374,10.86478701
D,30/10/2021 3:45,31.52641812,10.94796423
D,30/10/2021 4:00,31.92060273,11.25566451
D,30/10/2021 4:15,32.47382455,11.62542896
D,30/10/2021 4:30,32.78615556,11.86923521
D,30/10/2021 4:45,33.18274337,12.14969472
D,30/10/2021 5:00,33.74276822,12.58685199
D,30/10/2021 5:15,34.53245343,13.1489589
D,30/10/2021 5:30,35.33652764,13.77662377
D,30/10/2021 5:45,36.15713737,14.35411066
D,30/10/2021 6:00,36.26156666,14.43562904
D,30/10/2021 6:15,36.90525338,14.91273946
D,30/10/2021 6:30,36.55720407,14.64104888
D,30/10/2021 6:45,37.54102502,15.27259404
D,30/10/2021 7:00,37.56174563,15.28876886
D,30/10/2021 7:15,37.82769951,15.47487452
D,30/10/2021 7:30,37.26354165,15.03448368
D,30/10/2021 7:45,36.77773297,14.58610556
D,30/10/2021 8:00,36.13721597,14.08610555
D,30/10/2021 8:15,36.38023023,14.19739392
D,30/10/2021 8:30,35.48820921,13.50106188
D,30/10/2021 8:45,35.46374096,13.40729235
D,30/10/2021 9:00,34.32247635,12.51639124
D,30/10/2021 9:15,33.85787549,12.17133556
D,30/10/2021 9:30,33.17582584,11.63891018
D,30/10/2021 9:45,33.35774715,11.82921963
D,30/10/2021 10:00,31.9727642,10.74806942
D,30/10/2021 10:15,31.17445632,10.18165554
D,30/10/2021 10:30,31.05090841,10.08521144
D,30/10/2021 10:45,29.98594459,9.340541161
D,30/10/2021 11:00,29.11250947,8.658722555
D,30/10/2021 11:15,29.06457634,8.724242773
D,30/10/2021 11:30,28.58092542,8.346698639
D,30/10/2021 11:45,28.57512655,8.465032564
D,30/10/2021 12:00,28.95157143,8.75888825
D,30/10/2021 12:15,28.44518984,8.488971488
D,30/10/2021 12:30,29.78706428,9.53644127
D,30/10/2021 12:45,29.4280699,9.347041435
D,30/10/2021 13:00,28.22376136,8.406960648
D,30/10/2021 13:15,27.72817264,8.162731468
D,30/10/2021 13:30,27.01597152,7.606793137
D,30/10/2021 13:45,26.97167849,7.712567793
D,30/10/2021 14:00,26.69908515,7.499785354
D,30/10/2021 14:15,25.966077,6.998918375
D,30/10/2021 14:30,25.61581033,6.725506321
D,30/10/2021 14:45,24.13409749,5.647458055
D,30/10/2021 15:00,22.99975579,4.762014511
D,30/10/2021 15:15,22.35327935,4.3854464
D,30/10/2021 15:30,21.50098794,3.72017017
D,30/10/2021 15:45,20.40474731,2.994421709
D,30/10/2021 16:00,18.71713663,1.6771267
D,30/10/2021 16:15,18.05448069,1.193944784
D,30/10/2021 16:30,18.01622968,1.164087315
D,30/10/2021 16:45,17.27515456,0.623318295
D,30/10/2021 17:00,16.01669959,-0.358987682
D,30/10/2021 17:15,15.75692255,-0.539227392
D,30/10/2021 17:30,15.37632056,-0.836311653
D,30/10/2021 17:45,14.85317973,-1.259672521
D,30/10/2021 18:00,15.38637079,-0.84348234
D,30/10/2021 18:15,15.06982039,-1.116913728
D,30/10/2021 18:30,14.57385162,-1.504050078
D,30/10/2021 18:45,14.64202134,-1.484833044
D,30/10/2021 19:00,15.44484757,-0.858173007
D,30/10/2021 19:15,15.14379166,-1.169207961
D,30/10/2021 19:30,15.33597175,-1.01919779
D,30/10/2021 19:45,16.20303509,-0.426838256
D,30/10/2021 20:00,16.43505946,-0.245725961
D,30/10/2021 20:15,17.18451159,0.265665322
D,30/10/2021 20:30,17.80657536,0.751234385
D,30/10/2021 20:45,18.07997492,0.929552778
D,30/10/2021 21:00,18.58652594,1.324955934
D,30/10/2021 21:15,19.48863672,1.993890933
D,30/10/2021 21:30,20.07446748,2.451179066
D,30/10/2021 21:45,21.139526,3.223500541
D,30/10/2021 22:00,22.0808036,3.958245932
D,30/10/2021 22:15,23.22566894,4.800413413
D,30/10/2021 22:30,24.20980746,5.568617434
D,30/10/2021 22:45,25.13289164,6.237364339
D,30/10/2021 23:00,25.96275127,6.885142348
D,30/10/2021 23:15,26.5440379,7.282760069
D,30/10/2021 23:30,28.60725161,8.893283661
D,30/10/2021 23:45,29.41658691,9.448298477
D,31/10/2021,29.97538232,9.884490302
D,31/10/2021 0:15,30.0363529,9.907709269
D,31/10/2021 0:30,31.51617322,11.06284825
D,31/10/2021 0:45,31.66563646,11.15099838
D,31/10/2021 1:00,31.90613497,11.33873038
D,31/10/2021 1:15,31.94140996,11.28427132
D,31/10/2021 1:30,31.53810933,10.9694553
D,31/10/2021 1:45,31.60586702,10.99346878
D,31/10/2021 2:00,31.28253334,10.74107445
D,31/10/2021 2:15,31.69498288,11.00915322
D,31/10/2021 2:30,31.37032236,10.75572239
D,31/10/2021 2:45,31.5467413,10.85176811
D,31/10/2021 3:00,31.58744678,10.88354298
D,31/10/2021 3:15,32.84831779,11.81333018
D,31/10/2021 3:30,32.88917391,11.84522274
D,31/10/2021 3:45,34.04992128,12.70920004
D,31/10/2021 4:00,34.50064226,13.06103665
D,31/10/2021 4:15,35.35973369,13.69782357
D,31/10/2021 4:30,36.05789335,14.2428139
D,31/10/2021 4:45,36.21506685,14.31878857
D,31/10/2021 5:00,35.96786503,14.12581989
D,31/10/2021 5:15,35.88430759,13.99221311
D,31/10/2021 5:30,37.5812587,15.31687839
D,31/10/2021 5:45,37.68895331,15.37087142
D,31/10/2021 6:00,38.10357326,15.69453044
D,31/10/2021 6:15,38.75018275,16.14317201
D,31/10/2021 6:30,39.16640383,16.4680819
D,31/10/2021 6:45,40.13187707,17.200077
D,31/10/2021 7:00,40.21522469,17.26513976
D,31/10/2021 7:15,40.19795729,17.20816604
D,31/10/2021 7:30,41.15903112,17.95840075
D,31/10/2021 7:45,41.35807272,18.08321102
D,31/10/2021 8:00,41.10691033,17.88714798
D,31/10/2021 8:15,39.88260775,16.96199746
D,31/10/2021 8:30,38.71327475,16.04919111
D,31/10/2021 8:45,37.79339186,15.40926302
D,31/10/2021 9:00,37.25348626,14.98780297
D,31/10/2021 9:15,36.9257205,14.68425974
D,31/10/2021 9:30,36.67565919,14.48905683
D,31/10/2021 9:45,36.69935994,14.56388544
D,31/10/2021 10:00,35.53693677,13.65647729
D,31/10/2021 10:15,35.57716193,13.79097807
D,31/10/2021 10:30,35.49471196,13.72661653
D,31/10/2021 10:45,36.75077832,14.76672696
D,31/10/2021 11:00,35.2314724,13.58074064
D,31/10/2021 11:15,34.05087703,12.72681351
D,31/10/2021 11:30,33.15157416,12.02481071
D,31/10/2021 11:45,31.80512233,10.99480219
D,31/10/2021 12:00,30.86607507,10.26177537
D,31/10/2021 12:15,29.94665278,9.631921425
D,31/10/2021 12:30,30.14954338,9.79029847
D,31/10/2021 12:45,29.04372137,9.181550176
D,31/10/2021 13:00,27.808666,8.217475754
D,31/10/2021 13:15,27.46266057,7.829264121
D,31/10/2021 13:30,27.18119846,7.60955555
D,31/10/2021 13:45,27.03719615,7.691812698
D,31/10/2021 14:00,26.52182438,7.289519269
D,31/10/2021 14:15,24.76535692,6.367784277
D,31/10/2021 14:30,23.69193588,5.529904903
D,31/10/2021 14:45,23.10754379,5.335965899
D,31/10/2021 15:00,22.5815184,4.925372726
D,31/10/2021 15:15,22.17535038,3.860529678
D,31/10/2021 15:30,21.10042317,3.021451546
D,31/10/2021 15:45,20.38184575,3.321910636
D,31/10/2021 16:00,20.34458461,3.292826344
D,31/10/2021 16:15,20.84390115,2.600937716
D,31/10/2021 16:30,21.2486371,2.91687474
D,31/10/2021 16:45,18.90954807,1.319328903
D,31/10/2021 17:00,17.83468955,0.480304593
D,31/10/2021 17:15,16.85429472,0.309838037
D,31/10/2021 17:30,17.12061541,0.517718477
D,31/10/2021 17:45,15.6432414,0.171100892
D,31/10/2021 18:00,15.46507236,0.032034794
D,31/10/2021 18:15,17.57089414,0.221900489
D,31/10/2021 18:30,17.41115874,0.097212182
D,31/10/2021 18:45,16.13587853,0.14472676
D,31/10/2021 19:00,16.28323815,0.259747873
D,31/10/2021 19:15,17.04565705,0.993057068
D,31/10/2021 19:30,17.44630284,1.305777489
D,31/10/2021 19:45,18.40815214,1.667819017
D,31/10/2021 20:00,18.89653169,2.04902754
D,31/10/2021 20:15,18.70595936,2.200682728
D,31/10/2021 20:30,18.88149334,2.337694846
D,31/10/2021 20:45,19.84812852,3.374751051
D,31/10/2021 21:00,20.78168746,4.103423877
D,3/11/2021 4:45,20.60914833,3.586125726
D,3/11/2021 5:00,22.50296196,5.06434001
D,3/11/2021 5:15,24.221449,6.358814051
D,3/11/2021 5:30,24.33324031,6.446072853
D,3/11/2021 5:45,25.52532098,7.318467664
D,3/11/2021 6:00,25.37561235,7.201612086
D,3/11/2021 6:15,26.77847524,8.252784183
D,3/11/2021 6:30,27.06789676,8.47869367
D,3/11/2021 6:45,28.43494973,9.505363452
D,3/11/2021 7:00,29.36774492,10.23346321
D,3/11/2021 7:15,30.08365256,10.74427924
D,3/11/2021 7:30,31.81488211,12.09560594
D,3/11/2021 7:45,32.26782496,12.41948398
D,3/11/2021 8:00,32.45235295,12.56351917
D,3/11/2021 8:15,33.5798599,13.43245259
D,3/11/2021 8:30,34.45259875,14.11367814
D,3/11/2021 8:45,35.38621783,14.82007345
D,3/11/2021 9:00,35.46321099,14.88017134
D,3/11/2021 9:15,36.52634794,15.71001508
D,3/11/2021 9:30,35.90421443,15.22440164
D,3/11/2021 9:45,36.29607556,15.55262335
D,3/11/2021 10:00,36.52122324,15.72836473
D,3/11/2021 10:15,36.74544904,15.99585862
D,3/11/2021 10:30,35.87720094,15.31814201
D,3/11/2021 10:45,35.60640401,15.13614203
D,3/11/2021 11:00,35.04917416,14.70119339
D,3/11/2021 11:15,35.48553709,15.06010266
D,3/11/2021 11:30,35.43346955,15.01946111
D,3/11/2021 11:45,35.23577951,14.86880916
D,3/11/2021 12:00,35.74795272,15.2685881
D,3/11/2021 12:15,34.98454681,14.69096321
D,3/11/2021 12:30,35.52130514,15.10993176
D,3/11/2021 12:45,35.12015745,14.87303605
D,3/11/2021 13:00,35.23469087,14.96243511
D,3/11/2021 13:15,35.04203016,14.84090137
D,3/11/2021 13:30,35.42843693,15.14251071
D,3/11/2021 13:45,35.41457416,15.14966688
D,3/11/2021 14:00,35.68295396,15.3591502
D,3/11/2021 14:15,35.59067963,15.31938177
D,3/11/2021 14:30,35.59599569,15.3235312
D,3/11/2021 14:45,34.96998156,14.85989667
D,3/11/2021 15:00,34.12009978,14.19652526
D,3/11/2021 15:15,34.09606029,14.21333893
D,3/11/2021 15:30,34.40293545,14.45286848
D,3/11/2021 15:45,34.85604373,14.84195641
D,3/11/2021 16:00,34.27868286,14.39130177
D,3/11/2021 16:15,34.33004182,14.45256415
D,3/11/2021 16:30,34.48412428,14.5728319
D,3/11/2021 16:45,34.31505446,14.46198354
D,3/11/2021 17:00,34.96764066,14.97135353
D,3/11/2021 17:15,34.44351421,14.61828825
